,isHate,comment
200,0,i think that their should be lgbt rights i dont think that lgbt people need special rights we need the same exact rights as everyone else
201,0,you can dress like a woman but youre still a dude im not calling you she or any other made up pronoun deal with it
202,0,thanks donald trump you are a millenial thinker
203,0,if trump supports gay rights then why is jeff sessions going to be the attorney journal this is a complete contradiction
204,0,he want all pop gay
205,1,president donald trump will stand and give an account for the life he lived gays sinners murderers fornicators abortionist liars workers of sin workers of iniquities and president donald trump you should truly truly fear my holy father i am whos able to cast your sinful bodies and your sinful souls into hell and into the lake of fire 
206,1,homophobia is just a fake word created by the extreme left to achieve their wicked agenda and vilify those who do not agree with them
207,0,cant we just get rid of all the labels lets get rid of gender religion race and sexuality labels please we are all just ordinary human beings us humans will never be equal with labels we will always be divided never being united we will only stand alone
208,0,if santa doesnt exist that means god doesnt exist
209,1,if you are gay i have a question for you are you pro gun and if not why not if i were i would go strapped and st person that tried to make me the victim of a hate crime would end up the victim of a fatal shooting
210,1,our world will only be peaceful once we get rid of all homophobic people they are the cause of all the destruction and pain in the world through out history they have done anything useful for society besides cause destruction they need to be eliminated if only our government can realize this
211,0,tell me that being gay is choice when in this day and age it is the equivalent to getting killed
212,1,im totally against gays obama had no right to allow these fags to manifest in our country if you wanna be gay get the hell out of this country we were a christian nation under god now were an abomination to god our country is no longer blessed by him this is why were going to fall soon if i ever see a gay i will personally knock his ass out 
213,0,ok i am sorry for being gay its not my fault
214,1,gays are way to pathetic to pick on poor small sexually driven gnats
215,0,man shall not lie with man nor shall woman lie with woman
216,0,i felt horrible watching the ways that gay people have been treated over the course of history for being apart of the lgbtq community i hit the like button because it is very educational in certain ways i am gay and i am so happy i am living life while being accepted being gay isnt who you are but it is a huge part of who you are i think people need to relax and let people love and stop hating things that are different or against a belief i dont believe in pedophilia or negative sexual behaviors that is just something that some people stereotype gays with especially if they dont accept it this video is like a wake up call to what it would be like if those who are accepted werent i am glad i have never been beat up for being gay but yes i was bullied for it sorry to ramble on but i had to get it off my chest thanks
217,0,this made me absolutely sick im gay and love my life but for others their sexuality or gender can be a terrible curse why cant people just see everyone as humans because thats what we are
218,0,its disgusting that people can harbour so much hate bc of someones gender or sexuality
219,0,this made me cry sooooooo hard but i am straight
220,0,what i say to bigots natural selection motherfuckers
221,0,homophobia 
222,1,i hate homophobes
223,0,cars cars cars cars
224,0,if they hide in the engine they would get killedthat is a stupid way they can smuggle into another country
225,0,why does this video keeps reminding me of donald trump
226,0,im from venezuela and i want to be a canadian or american citezen be cose here in poor country our salary is  time lower then lower salary in canada for example is all about money i dont care what u think about imagrant i dont care what u religion is i want just work and get a car a house in my country i will spend  years to buy a car for example and those people who say why u dont stay and made u country a rich country nooooo idiot becasue your rich country made my country a poor country my dream is go to canada or usa and work i donk know driven a taxi why people is mad about imigrant because you are ass lazy thas why bye go immigrants the world has no borders
227,0,subscribe to have a good day if you dont youll have  years of bad luck
228,0,hope donald trumo doesnt see this
229,0,i was hoping for some crazy shit not all the places in a car you can hide
230,0,rude
231,1,hitler was literally one of the most progressive leaders in the world during that time
232,0,why is it the governments job to force a private business into providing goods or services if i owned a bakery i would not want to bake a nazi cake if someone simply doesnt want to serve a cake how is it fair to have them fined thousands of dollars
233,0,cdu would be considered liberal in the us
234,0,know what i fucking admit it im fucking into this yaoi shit for those who are unfamiliar yaoi is guyonguy say what the fuck you want about me i dont give a shit
235,0,what research are u basing this off again
236,0,merkels standing on gay marriage is simply a concession to the junior coalition partner of the cdu the even more conservative csu
237,0,trump supporters vote for the hill
238,0,i think everyone needs to do it the way god wants i just dont understand why you would want to do it with the same sex it will be more pleasurable if you do it the straight way any way
239,0,i myself dont like gays but calling them faggots and killing them bigotry
240,0,we germans arent all liberal me and most people i know are patriotic and hate our current government
241,0,capitalism  free market discriminate against whoever you want at your private business and they will not earn as much money and go out of business the government has no right regulating private businesses like that as for the lgbtq community i support lgbq community the t stands for transgender which is a mental disorder known as gender dysphoria dont try and help a mental disorder thats why transgender suicide rates are way higher than other so called discriminated minorities gays blacks whatever you say are discriminated against even though they arent
242,0,so im a lesbian and i live in arkansas and it is fucking hard let me tell you its very rare that i feel safe going anywhere with my girlfriend and sometimes when i go to pride parades or lgbt gatherings there are a ton of protesters it hurts my heart to see so much hate on people like me and my friends who just want to have a good time a lead normal lives
243,0,url   that lip biting tho dies cuz i cant take how hot that is
244,1,homosexuality is a sexual perversion just like pedophilia is a sexual perversion both are disgusting
245,0,i really wish commentators would stop using terms like equal rights to talk about gay marriage it has nothing to do with equality and everything to do with social change for example here in the uk prior to the passage of the law legalising same sex marriage in  we had a system of parallel but essentially equal frameworks marriage was defined as being between a man and a woman but civil partnerships existed that were essentially equal in terms of rights and benefits and could only be entered into by gay people for those who compare this situation to us racial segregation look at your argument racial segregation was so unfair because the races were not separate but equal they were separate but unequal as long as there is legal equality i do not see any issue of equality with a society democratically saying it wants to use one term for heterosexual relationships and another for same sex relationships
246,0,friends of mine that happen to be a married gay couple were shopping with their children at a target here in az when they were confronted by an employee who asked them to refrain from kissing she gave her wife what was basically a peck they werent making out or being gratuitous because target is a family establishment what part of two married women and their children doesnt constitute a family
247,0,can you stop putting in those kissing scenes hate comments in 
248,0,german government sigh
249,0,im from germany and i dont even know why everybody hates people that are different
250,0,ricardo corralvenegas was a known rapist in mexico  former cop  he entered the usa illegally and after living in colorado for only three months he raped one woman and attemped to rape another  how many people think its ok we have no way of keeping the likes of ricardo corralvenegas out of our country  if you think its ok i would like to let ricardo free to live in your neighborhoods
251,0,i think this video is fake because reporters cant tell them where the the migra is at that would be like helping them
252,0,what about the canadians should we put a wall up there too
253,0,interview was good whyd they have to stalk them mustve been awkward for the family
254,0,trump president will build a fence tall enough
255,0,fucked up smh
256,0,its the mexican goverments fault we am born in mexico have practically an open border on the south of our nation and people from all over the world speacially central america and haiti cross that border and try to migrate to the states but those who cant make it stay in mexico its a real issue and on top of that you can buy a mexican citizenship so ive heard if we had a safe boarder demand our goverment to stop being greedy and corrupt we might have a decent nation and have a better migration relationship with the us like canada
257,1,all i can see is an endless supply of soap and fertiliser
258,0,they dont pay taxes and get food stamps and wic checks they drive nice cars too meanwhile americans are paying taxes and eating sandwiches just to get by not fair
259,0,god please let them get to their destination safe be with them protect them help them i pray for you people everyday everynight they want a better life who doesnt they are trying to give a better life to their children
260,0,i feel for them its a hard journey
261,0,if you know historyall of the north american continent was already populated by natives mexicans native americans and all kinds of brown skin people so who really is the immigrant ignorance is what america is founded on
262,0,just listen yeah its sad there poor and what not but america isnt stable enough to help them people out if america can barley help their own people what makes you think they can help these illegals thats why trump wants these illegals out they dont pay taxes and drain tax payers money if america gets rid of the majority of these illegals and strengthen its country then it will be able to help them out
263,0,it takes lots of time money lots more my x is el salvador
264,0,lets build a wall
265,0,lets build a wall
266,0,i wish people could understand how hard his is were not bad people like we are portrayed we are trying to find better lives just like all your ancestors did but of course this world is full of ignorance an no one will get it but just judge we come to work make money send to our families and find better education not trying to hurt anyone
267,0,thank goodness trump is going to enforce existing immigration laws this will make a huge difference
268,0,theres so many of them this is not fair for those who actually work hard to get the citizenship the right way
269,1,the hell with donald trump and his hypocrite selfish racist supporters these are just human beings looking for a better life just like everyone did in the past and before you come at me with the illegal immigration garbage argument let me tell you that is bs i can tell you the history and believe me you dont want to know the ugly truth im really sick of these morons promoting negativity and hate on undocumented people when they have no fundamentals to base their facts on and againg before you come at me with all that garbage arguments about stealing jobs leeching on the government and a threat to the so called america let me tell you that is bs as well theres something far more wicked going on about this whole negative hate propaganda garbage on undocumented immigrants
270,0,obama is a traitor to this country his policies have put americans at great risk he has weakened this nation under his watch
271,0,magic words borders language culture
272,0,this is the kind of leftist policy that drove americans to trump
273,0,why for the love of god would you be so stupid and wreckless to actually tell people illegals exactly what to say on national television
274,0,wow so terrorist can just get in free of charge with a magic word
275,0,they shouldnt be allowed in to the us
276,0,a relnofollow classothashtag hrefurl 
277,1,deportation is to good for them i say beat the dog shit out of them drag them by they hair and beat them some more before they get that free ride back to they land
278,1,these racist pigs are trying to use that excuse to come in and start tearing our family apart president obama save as many as you can please
279,0,if you look at the stats for cash seizures carried out by cops that is those cases where cops simply confiscate cash from traffic stops etc you can see that the majority of the seizures occur in new york chicago and various places in california maybe there is a connection between this and the sheriffs and mayors of these places love of sanctuary cities
280,0,just saw a video obama before he leaves has let   illegals in every month
281,0,charge them with aiding and abeding
282,0,illegal immigrant  criminal invader the main reason there is not active enforcement is profit tyson chicken hires mostly illegals and thus can pay below minimum wage and not pay fica matching and they can avoid paying unemployment insurance taxes just one of many companies actively abusing illegal aliens and committing fraud corrupt career politicians are getting kickbacks to ensure that ice holds raids just in time to prevent these companies from having to hand out paychecks its just a very long series of organized crimes prosecute the employers and the corruption in congress then there wont be illegal jobs for illegal aliens and they will go home
283,0,pls usa pipos take me pls cityzen yess studi notgreen noh bluecanada south americaall day everyday dont leave mepls some hit pls lowest tiny weeky by the k abouts
284,1,build the damn wall now deport all illegals not that difficult we can start building that wall tonight im not far from a home depotthey have concrete on sale  offlet go people lol
285,0,there not about protecting our citizens or protecting the illegals but are about protecting the employers who want the cheap labor
286,1,your fired you anti american
287,0,if you like helping undoc slave masters and traders than sanctuary cities are your thing
288,1, packurbags
289,1,they are here illegally where is the argument stop arguing when there is no argument take away the illegal issue of drivers licences  the gimmick democrats pulled out their ass that gives them a technical residency statusthey are not citizens
290,1,emanuel is a turd criminal murderer mexicans are a threat to americans in dozens of ways
291,0,mexico built a wall against its southern border that ok america wants a wall that is considered racist and wrong if i cross into mexico i will immediately get deported  america wants deportations but many considered that cruel and racist mexico wont give federal spending to illegal immigrants  america has been giving illegal immigrants free food money healthcare education and even a free escalade cadillac sanctuary cities dont enforce laws of illegal immigrants they commit murder rape and other crimes get arrested then released the next day  while us citizens most likely serve the time for these crimes this country is getting robbed blind wake up people
292,0,demorats are corrpt just dont of the usa
293,0,illegal immigrants arent above the law send every illegal back to wait their turn
294,0,let me get this strait what illegal immigrants are protesting is that trump will have a more conservative policy about the border which would mean hispanics couldnt cross the border to escape a country that is run by racist white misogynist menright i mean thats what we are all told is the worst thing on the planet today is a government run by white males illegal immigrants must be fleeing from that right because what illegal immigrants really want to escape to is a county with a hispanic run government a hispanic majority hispanic traditions and  an hourly wage of  pesos   url  url  
295,0,end daca day one
296,0,and where was the outcry from these hypocrites when obama deported  million illegal immigrants
297,0,gross they were all packed in that truck haha jeesh
298,0,thats sad the rightful owners of this continent degraded this way white man just came over a fucked up their whole way of life and introduced a new way of life they werent ready for
299,0,the border patrol agent talks to them like dogs 
300,0,oh lord they were deep in there
301,1,just toss a grenade in and close the door
302,0,imagine to horror if all the people had died and the charges the drive of the semi truck would have faced how could he have lived with him self
303,0,oh my god there are children too god help us all why wont the mexican government help these poor people
304,1,id like to see the economies collapse so it be funny to see everyone no matter what race crawling like rats it will put everything into perspective
305,0,we need the wall fast
306,0,that sucks they just want a better life for their kids
307,0,so were they immigrants or were they being trafficked
308,0,out out out
309,0,according to potters story  he said he had no idea that he was driving a truck full of illegal citizens until he park the truck at that truck stop to buy some snacks and drinkson his way back to the truck that is when he notice liquid pouring out of the back of the trailer that is when he open the door of the trailer a few illegals got out and ran away while the others stayed in the truck some one at the truck stop seen that and called the police  the police arrived thus as we see the rest of the video im glad that the people in the truck has been rescued i dont think potter is the culprit herehe said he just a struggling american truck driver looking for a job and was hired to driver the truckhe found the ad for the job on craig list he said that didnt ask questions to the people that hired him he said he feared if he did he wouldnt get the job
310,1,all theyre going to do is come here collect food and welfare checks have millions of babies that will grow up to ghetto disrespectful little shits then the process repeats more fat ugly poor hygiene women fat kids that do drugs and are racist towards whites
311,1,disgusting smelly fat pigs
312,0,they deep 
313,0,wtf hurry and build that wall
314,0,url  url  viva mexico
315,0,beans
316,0,more illegal aliens means more ghetto population fucked up education more grafitti these mother fuckers are the root cause why most citys look like shit
317,0,dude this is fucking racist for sure i challenge you to go to a chicago gang stret with a kkk custome to see if you come alive because what you are doing is the same bro
318,0,are you stupid or dumb which one is it impersonating a public servant is a felony
319,0,this video is hilarious but can you just run after people and pretend to detain them and grab them that has to be illegal what the fuck what law allows that
320,1,typical southern redneck lmao
321,1,fuckin lazy fatass learn how to shove a dick up your ass and run faster dam looken wannabes uncle buck
322,0,thats fucked up not even funny
323,0,is this legal
324,0,url   cadddro
325,0,url   looking a seal out of water get you cadro
326,1,your way to fat to chase illegals
327,0,wether its a prank or not would u like for ur kids or familly member be treated like that like animals i dont i hope u come across one of my family members and orank them like that will see what happensto u then or any of u eho thinks this its ok to do any of those guys could have gotten hurt real bad or causes and accident because of ur stupity would it still be a prank then or a felony wich one its it and u call america the land of the freee more like the land of the racist come to florida and pull a prank like that and will see what happens then
328,1,lol it would of been funnirr if u actually get shot lmao make partt two bro i wanna see if u get shot
329,0,you went way to far with this
330,1,you stupid son of a bitch i hope your dumb ass gets in some type of trouble you thought shit like this was funny stupid asshole like you are whats ruining this country go to hell
331,1,the fat wanna be pig screaming immigrations immigrationsget a job fat white man
332,0,im all for deporting illegals but this wasnt funny they had their paper it was just wrong
333,0,hahaha they got you fucken moron keep on doing pranks on my fella mexican their gonna kick your ass
334,0,youre being racist and thats illigal to you beter stop eating rids or youre going to have a heart attack
335,0,you olmost got shot ignorant next time you migth not be that lucky
336,0,what a jerk
337,0,people are the problem here not the religion
338,1,islam condones murder of innocents simple as that its pure evil
339,0,an secret nonidentified religion organization is editing the history and islam image with their tools like tv internet books some paid scholar who pushed to spread the bullshit theory in a book war funding alqaeda isis bla bla bla and human rights
340,0,and how the fuck do you know more than me about islam and muslims you are not a muslim but i am
341,0,you should talk slowly
342,0,big daddy god is a belief of the past and for those who are happy to be manipulated just so they can feel secure
343,0,in the name of allah azza wa jalla i want to cry when i read the comments why are these people have so much hatred towards islam what did islam do to them and if not why are they have so much negative thoughts towards islam as a muslim please have a noteable difference for muslim andor muslimah i really want to say good work on your video for have a positive side and educating but my heart feels pain everytime i read replies or comments seriously i hate to say this but if anyone have a religion does your religion say dont commit bad things although we human cant avoid them at least with your fingers and thoughts really its very upsetting
344,0, quran  url    kill them the infidels wherever you find them  quran   then when the sacred months have passed then kill the mushrikun wherever you find them  quran  when you meet those who disbelieve smite at their necks till you have killed and wounded many of them then take them as captives  quran  url    o you who believe fight those of the disbelievers who are close to you and let them find harshness in you  the religion of peace everybody
345,0,core ideas from torah talmuds bible and zenavesta copied and manipulated to make a new religion he is a false prophet as proved in the book hagarism by patricia crone
346,0,who believe in islam becuz we are growing everyday y know
347,0,very good
348,0,i actually just left the muslim faith this week if anyone is interested shoot me message and i can give you some pointers
349,0,u mean help only the poor muslims and not otherswe are all humans lol
350,0,allahu akbar
351,1,fuck these white cave half human inbred bastards black man of america it is time to get a national defense militia to defend our people from these evil crackka ass bastards and also defend our selves from these niggas that kill our own people and all these other puppet coon ass niggas and sell out bed wenchs that serve these damm devil ass crackkas black man prepare for war
352,0,sir send all videos link for paper 
353,0,what about state terror like israel
354,0,fantastic lectures sir plz upload world war and world part
355,0,where is march th
356,0,can you explain joke at very early in this video
357,0,thank u so much its a blessing for students of ir
358,1,america and britain are the real terrorists theyve killed s of millions of people all over the world
359,0,they are targeted by microwave energy or tortured
360,0,sir your lecture is super it gave so most knowledge
361,0,the worst terrorist attacks in history would fill   minute videos and they would all be in the middle east bar  at the top
362,0,hhhhhhhhhhh
363,0,jefferson parish has been more racist than orleans parish for years jefferson parish needed the reform more than orleans and the feds are down here doing nothing but helping these racist pigs get away with murder fuck newell norman and his klan fam i know where his mama stay we been know they are a racist family but they are trying the new racist subtle approach since obama been in office ive had the same dreamvision of an all white jefferson parish police squad wearing all black tactical gear walking up ames blvd killing every black person they saw as i ran and tried to warn others i found no one to tell and as they caught me and right before they attempted to kill me i woke up but everyone that i tried to tell this to thinks im crazy the same dream twice seemed like a warning to me
364,0,false flags
365,1,terrorism  islam
366,0,very sensible and unbiased lecturesalute you sir 
367,0,has anyone noticed most of these attacks are in september
368,1,white people r the worst inhuman beings that ever walked the earth
369,1,ready for any terror attack in usa armed and ready to fight got my trusty ruger ar and my shotgun and any weapon i own rip who lost there live in there
370,0,sandip sir u r really nice teacher
371,0,what about us attack on japanese cities with nuclear bombs how do u forget to add that
372,0,another important factor is origin of the word i think terror as it comes from latin means something like fear fright horror and spreading fear to gain or maintain power and control is a very crucial character of both terrorists and terrorregimes
373,1,racistsblack people
374,0,dude ran his mouth dont matter the skin color he should have got knocked out from the front this back shit i dont agree thats a sucker punch
375,1,just for fun lets all us white people stop buying into anything involving black people if its music dont buy it if its sports dont watch it if its a tv show movie comedy jam special or anything of the sort turn it off they hate us they have since forever just google the barbary slave trade and youll see we were slaves for over  centuries in africa before they were slaves here a white boycott on blacks would be a fun thing to experiment with i think
376,0,she needs to get a life
377,1,we were pioneers when your ancestors built mud hut you stupid ape
378,0,black people cant be racist end of discussion
379,0,course it goes both ways im irish and white but my family and ancestors got treated like black ppl in america there used to be signs no digs no irish no blacks but still being white and reporting a racial attack would be laughed at so it doesnt get spoken about either cos sometimes ive been embarrassed to be white even though my family endured the same suffering we got to leave it in past so many of us get on great theres a minority that ate still fighting or getting brought up with old ideas and beliefs i had a teen tell me the kkk have nothing against black ppl or jews kids these days dont know what type of person they are or how to respect themselves before anyone else
380,1,fucking savage monkeys
381,1,sad but true black people are this stupid and nieve good video andy
382,0,i love it when black people say they cant be racist and try to dodge the fact simply based on color anyone can be racist i dont care if youre white black pink purple or james p sullivan you can be racist
383,0,that is the family dollar by my house omg
384,1,look at all the cowardly whites sitting around taking that they should have beat that younger black guy down bunch of cowards
385,0,all lives matter why is the world like this why is there so much hate
386,0,i see the logic of the argument yet my question is if nubians can be racist then does that make those who commit violence in the name of racism racist terrorist i ask becausethroughout history i see many examples of murderbombings  lynching  castration slavery coming from only one segment of our american population wierder still many of these cases with little to no repercussions for said action and it seems to originate from one segment of the american population shouldnt that segment be considered racist terrorist then lets be clear there is only one population in america who kills out of the hatred of race
387,1,look at the black lives matter movement we want dead cops he white beat him up kill your white babies
388,0,nothing happens in this video knuckle sandwich means punch there in no fucking punch in this video
389,1,lololololollolollolwould have followed her out the door then beat the fuck out of herskin color dont matter when you acting like a retard
390,1,looking at the slavery question there is one thing that cannot be disputed it get shit done  look at the fucking pyramids its a horrible thing to do to a human being but guess what there were many pharos of egypt that were black and they too had slaves  eat shit you racist fucking cunt xd
391,0,majority islamic countries  indonesia pakistan egypt bangladesh iran turkey iraq somalia syria yemen senegal palestine niger libya mali jordan algeria  are some of the most backward primitive hellholes in the world they are examples of how allah rewards his followers whereas countries with less than  muslims  usa uk australia canada norway switzerland japan netherlands denmark  have a high standard of living and are far more advanced in every way
392,1,i know islam but i dont have to know or understand something thats bad for me i can look at islam and i know that its evil
393,0,hey whats up guys its joey shaleds
394,0,cars cars cars cars
395,0,cars cars cars cars
396,0,happy valentines day everyone its heart month what is the condition of your heart jer  the heart is deceitful above all things and desperately wicked who can know it i the lord search the heart i try the reins even to give every man according to his ways and according to the fruit of his doings  kings url  that he may incline our hearts unto him to walk in all his ways and to keep his commandments and his statutes and his judgements which he commanded our fathers joel url   therefore also now saith the lord turn ye even to me with all your heart and with fasting and with weeping and with mourning and rend you heart and not your garments and turn unto the lord your god for he is gracious and merciful slow to anger and of great kindness and repenteth him of the evil  thes  and the lord direct your hearts into the love of god and into the patient waiting for christ
397,0,happy valentines day everyone its heart month what is the condition of your heart jer  the heart is deceitful above all things and desperately wicked who can know it i the lord search the heart i try the reins even to give every man according to his ways and according to the fruit of his doings  kings url  that he may incline our hearts unto him to walk in all his ways and to keep his commandments and his statutes and his judgements which he commanded our fathers joel url   therefore also now saith the lord turn ye even to me with all your heart and with fasting and with weeping and with mourning and rend you heart and not your garments and turn unto the lord your god for he is gracious and merciful slow to anger and of great kindness and repenteth him of the evil  thes  and the lord direct your hearts into the love of god and into the patient waiting for christ
398,1,fuck ya about fucking time fake news  kills my family member and somehow hes tearing familiys apart  fuck u
399,0,wow  to  million barack obamas deportation numbers were inflated by using turnarounds as deportations most intelligent people who are in the deportation and understanding deportation know this for a fact
400,0,no mames mucha razon
401,0,may allah make it easy ameen
402,0,need subtitle please if you can then do  allah will solve your problem
403,0,whatever muslim country you go to either the people either live substandard or they subsist
404,0,trump has been declared mentally ill by  senior psychiatrists within the white house
405,1,i know you explain the history and its seem like you do it for the kids you skipped the name of tax the dirty tactics he used to win but war is all fair to be fair skipped the fact that anybody other then muslim is filthy the fact if you did not pay the game well you would be killed i love how you said lies like that the quran says that religion must not be an act of compulsion then continue to says people who converted paid less tax what a play on words
406,1,where is mumbai attack u fucking assholes
407,0,if trump is in trouble you know who to call the a team
408,0,i think its highly disrespectful that trump thinks that he is a dictator and he forgot about the th circuit court he forgot that there are people above him he think that he is a dictator this is the thing about the president he is off face he doesnt write laws he signs laws and thats about a month and that is what people were so angry about obama using all this executive power the way that are branches supposed to work is congress rights laws and the present either signs them or vitos that he doesnt take executive order to make a travel ban hes not supposed to and thats where the th circuit court stepped in and i highly agree you dont write laws you dont make laws the president of the united states are signs or vetoes it is congress that rights laws that congress do their job and let you just sit there and smile and sign awake and stop trying to be a dictator get the hell out because if he keeps this b  up hes going to get himself impeached which trust me that should have already happened
409,0,maybe we will now have fair elections in our own country
410,0,thats a good way to put it  sanity has spoken  and i agree president trump knows what he is doingi think he is the smartest and most sincere president in modern history
411,0,god bless president trump he is my presidentgo trump build that wall and maga
412,0,lol
413,1,the lgbt community is fucked nothing wrong with being homosexual but wanting to change your gender is mental illness
414,0,i love how nobody has seen donald drumpf coming just like he didnt see those russian prostitutes
415,0,what determines a persons sex a biological body part the one you are born with or sexual preference one is a lie and the other one is truth
416,1,how about you get real with your fake fucking selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit i cant stand fake fucking cowards who lie constantly and too much of a bitch to be honest
417,0,didnt jesus say love thy gay neighbour
418,0,can someone please explain the our lady of perpetual exemption joke i feel left out
419,0,may i just say i wish for the peace between a majority of lgtb and hetro communities so
420,1,you should be allowed to be gay you should also be allowed to hate gay people thats freedom i can be myself and people can hate me for it i believe it is my full right to jack off to chris hemsworth and i believe it is a businesss right to not serve me for that it might not be right but its fair and freedom doesnt discriminate on ethics
421,0,carolines cakes in annapolis md does gay wedding cakes because they dont want to turn down money but damn i used to work there and i remember the coowner once saying on the topic of the denver bakery heres an idea youre forced to make a cake why dont you poison it the other main owner once said we should do a promotion of the rainbow cake we carried because targets progay ads were met with people vowing to shop at target oh and a really sweet kid wanted a broadway themed th birthday cake and behind closed doors the coowner who wants to poison gay wedding cakes called him a faggot boycott that place oprah endorses them dont listen to it
422,1,beeing gay is anti human
423,0,why push for gay when the population number is going down
424,0,fun fact trump has promised to sign the first amendment defense act fada which is an antiantidiscrimination bill dark days loom ahead
425,1,incoming racist people
426,0,this is so scary just listen to the music
427,0,he sent out this inflammatory memo to weed out the leaker he knew the immigration narrative is polarizing and he needed something that the media would take the bait and they did now they are fixing the leaking issues and liberals fell for itagain
428,1,rednecks heres the reality there are  million legal latinos here with so called  million undocumented there are  million there will still be  million of us and we will still be the majority by  census even if you kick out the  mil deal with it strawchewers take a spanish course lmao besides were genetically superior anyway roflmao xd viva la raza
429,0,so fake oh jesus why he like to do that fake stuff gabage news
430,0,and you people more support kosovo and albania  terrorist comming of this countries
431,0, and ira bombings
432,0,absolutely pathetic list none of the major slaughter of innocents mentioned
433,0,september is a fucked up month with all these terrorist attacks
434,0,i dont get why you would do this its fucked up
435,1,you know what im racist and lets just ban islams in catholic nations maybe that could decrease the terrorist attacks
436,0,september totally the worst month ever
437,1,sons of bitches
438,1,they are all fucking assholes
439,0,im honestly still entertained by the fact that the iphone  ended up having the entire headphone jack removed
440,0,what is it with the south and being anti progressive
441,0,so youre saying the government should force businesses to make certain decisions even against their will youre saying that the alternative of taking your business to more openminded people giving the closeminded people less money is bad and immoral the beauty of capitalism is that the free market regulates these things if you dont cater to homosexuals you will get less money
442,0,in other words cant have your cake and eat it too
443,0,in nearly every state in the union you can be fired for completely arbitrary reasons because they are at will hirefire states meaning so long as the terminated employee cannot prove that it was done solely on the guise of sexual based discrimination good fucking luck there it doesnt matter what the reason is its part of the reason why capitalism favors the wealthy  authority  people in charge
444,0,agreed with most with what he said until he stated that businesss have to accommodate gay people business owners are allowed to refuse any one they want
445,0,this is why the american people dont trust the media and i couldnt agree more with president trump this is false news at its best now please report the facts please otherwise please be quiet
446,0,in california illegals are allowed to vote
447,0,trump if its not in my favor fake news trump supporters if its not in our favor fake news good argument
448,0,we need to round up the congressional black coupe so that we can finally fix the inner cities they are the reason the inner cities are the way they are
449,0,thats as natural as it gets
450,0,in cri vel
451,1,japan only rejected  they should reject all those mother fuckers
452,1,this guy is a politically correct stupid hack if it was only syrians going in then it would be good since most syrians are mostly as he described the refugees the problem is that an absolute fuckton of economic migrants who want to do nothing but get pensions and exploit the welfare states in europe massively outnumber the real refugees over  of the people being taken in are economic migrants from places as far away as morocco and afghanistan not legitimate refugees plus a very large portion of them and by them i mean the economic migrants are radicalised muslims legit jihadis or straight up criminals welfare in europe is also so good as well that many of these migrants dont need to work plus when they choose to commit crimes and mass rapes like cologne germany or riot european men are extremely feminised or screwed over by their own women or the feminist governments that they either wont or straight up cant protect their women and just add that weapons are pretty much illegal in europe thats why they dont want more refugees and people like donald trump want to place temporary bans on immigration from countries like syria we cant vet them and a lot of them are freeloaders and either criminal or jihadi scum
453,0,i love this video
